store_key,location_code,store_code,store_name,store_type,store_format,address_line1,address_line2,city,state,postal_code,country,region,district,territory,store_size_sqft,opening_date,remodel_date,manager_name,phone,email,latitude,longitude,is_24_hours,has_parking,parking_spaces,current_flag,effective_from,effective_to,row_created_date,row_updated_date
63,MUM_MH_400017,STR0063,Bhubaneswar Express,Retail,Express,"80, Bhubaneswar Main Rd",A Block,Bhubaneswar,Odisha,751001,India,East,Bhubaneswar Zone-2,Odisha-2,34315,12/19/2025,3/2/2027,Vikram Saxena,-161041,str0063@stores.example.com,20.2819611,85.8392577,0,1,22,1,12/19/2025 0:00,,12/19/2025 7:00,4/25/2026 0:00
64,MUM_MH_400018,STR0064,Ahmedabad Outlet,DC,Outlet,"429, Ahmedabad Main Rd",B Block,Ahmedabad,Gujarat,380001,India,West,Ahmedabad Zone-5,Gujarat-3,102529,4/11/2022,,Nikita Kapoor,-117801,str0064@stores.example.com,23.0298288,72.5759487,0,1,115,1,4/11/2022 0:00,,4/13/2022 0:00,1/10/2023 0:00
137,MUM_MH_400019,STR0064,Ahmedabad Outlet,DC,Outlet,"429, Ahmedabad Main Rd",B Block,Ahmedabad,Gujarat,380001,India,West,Ahmedabad Zone-5,Gujarat-3,109138,4/11/2022,,Arjun Chopra,-117801,str0064@stores.example.com,23.0298288,72.5759487,0,1,115,0,9/24/2021 0:00,1/13/2022 0:00,9/24/2021 12:00,1/14/2022 18:00
65,BLR_KA_560001,STR0065,Noida Online Hub,Retail,Online Hub,"483, Noida Main Rd",D Block,Noida,Uttar Pradesh,201301,India,North,Noida Zone-1,Uttar Pradesh-2,24718,4/21/2024,,Arjun Gupta,-130940,str0065@stores.example.com,28.533871,77.3947265,1,1,30,1,4/21/2024 0:00,,4/22/2024 11:00,7/19/2024 0:00
66,HYD_TS_500001,STR0066,Patna Online Hub,Retail,Online Hub,"720, Patna Main Rd",B Block,Patna,Bihar,800001,India,East,Patna Zone-1,Bihar-3,14440,1/6/2024,,Kabir Chopra,-147458,str0066@stores.example.com,25.613194,85.1289108,0,1,133,1,1/6/2024 0:00,,1/7/2024 16:00,11/11/2024 0:00
67,CHN_TN_600001,STR0067,Noida Express,DC,Express,"621, Noida Main Rd",C Block,Noida,Uttar Pradesh,201301,India,North,Noida Zone-1,Uttar Pradesh-1,147421,3/9/2025,,Meera Saxena,-107601,str0067@stores.example.com,28.5514585,77.3991242,0,1,20,1,3/9/2025 0:00,,3/10/2025 8:00,11/7/2025 0:00
68,KOL_WB_700001,STR0068,Chennai Express,Retail,Express,"480, Chennai Main Rd",A Block,Chennai,Tamil Nadu,600001,India,South,Chennai Zone-4,Tamil Nadu-1,22517,8/22/2025,,Arjun Rao,-158750,str0068@stores.example.com,13.0918012,80.2561472,0,1,148,1,8/22/2025 0:00,,8/22/2025 22:00,3/11/2026 0:00
69,PUN_MH_411001,STR0069,Mumbai Outlet,Retail,Outlet,"657, Mumbai Main Rd",D Block,Mumbai,Maharashtra,400001,India,West,Mumbai Zone-1,Maharashtra-1,21764,1/25/2021,,Varun Kulkarni,-147815,str0069@stores.example.com,19.066185,72.885917,0,1,97,1,1/25/2021 0:00,,1/25/2021 11:00,8/18/2021 0:00
70,AHM_GJ_380001,STR0070,New Delhi Superstore,FC,Superstore,"183, New Delhi Main Rd",A Block,New Delhi,Delhi,110001,India,North,New Delhi Zone-2,Delhi-2,37102,3/12/2024,8/2/2026,Rina Reddy,-124978,str0070@stores.example.com,28.6307689,77.2044785,0,1,142,1,3/12/2024 0:00,,3/14/2024 0:00,2/11/2025 0:00
71,JAI_RJ_302001,STR0071,Seattle Outlet,Retail,Outlet,"869, Seattle Main Rd",C Block,Seattle,Washington,98101,USA,Americas,Seattle Zone-1,Washington-1,12644,5/18/2021,,Nikita Rao,-10688,str0071@stores.example.com,47.6214925,-122.320038,0,1,28,1,5/18/2021 0:00,,5/18/2021 17:00,1/12/2022 0:00
72,LKO_UP_226001,STR0072,Ahmedabad Express,Retail,Express,"127, Ahmedabad Main Rd",C Block,Ahmedabad,Gujarat,380001,India,West,Ahmedabad Zone-5,Gujarat-3,26867,3/7/2025,6/21/2027,Priya Verma,-104301,str0072@stores.example.com,23.0401132,72.5725415,0,1,84,1,3/7/2025 0:00,,3/9/2025 0:00,5/20/2025 0:00
122,COI_TN_641001,STR0072,Ahmedabad Express,Retail,Express,"127, Ahmedabad Main Rd",C Block,Ahmedabad,Gujarat,380001,India,West,Ahmedabad Zone-5,Gujarat-3,26965,3/7/2025,6/21/2027,Varun Nair,-104301,str0072@stores.example.com,23.0401132,72.5725415,0,1,84,0,6/18/2023 0:00,5/19/2024 0:00,6/18/2023 3:00,5/20/2024 11:00
73,VIS_AP_530001,STR0073,Nagpur Online Hub,Retail,Online Hub,"394, Nagpur Main Rd",C Block,Nagpur,Maharashtra,440001,India,West,Nagpur Zone-5,Maharashtra-1,11769,10/26/2021,3/31/2023,Arjun Nair,-116380,str0073@stores.example.com,21.1587821,79.0808743,0,1,69,1,10/26/2021 0:00,,10/26/2021 13:00,2/5/2022 0:00
74,NAG_MH_440001,STR0074,Ahmedabad Express,Retail,Express,"669, Ahmedabad Main Rd",B Block,Ahmedabad,Gujarat,380001,India,West,Ahmedabad Zone-2,Gujarat-2,12094,11/13/2024,,Rahul Khanna,-139997,str0074@stores.example.com,23.0182074,72.5726973,0,1,120,1,11/13/2024 0:00,,11/14/2024 20:00,9/13/2025 0:00
138,BLR_KA_560001,STR0074,Ahmedabad Express,Retail,Express,"669, Ahmedabad Main Rd",B Block,Ahmedabad,Gujarat,380001,India,West,Ahmedabad Zone-2,Gujarat-2,12273,11/13/2024,,Karan Kapoor,-139997,str0074@stores.example.com,23.0182074,72.5726973,0,1,120,0,5/2/2022 0:00,7/18/2024 0:00,5/2/2022 14:00,7/19/2024 20:00
75,HYD_TS_500001,STR0075,Ranchi Online Hub,Retail,Online Hub,"854, Ranchi Main Rd",A Block,Ranchi,Jharkhand,834001,India,East,Ranchi Zone-4,Jharkhand-1,22752,4/4/2025,,Isha Gupta,-104162,str0075@stores.example.com,23.3425605,85.3054682,0,1,47,1,4/4/2025 0:00,,4/5/2025 18:00,7/8/2025 0:00
76,CHN_TN_600001,STR0076,Kochi Outlet,DC,Outlet,"146, Kochi Main Rd",C Block,Kochi,Kerala,682001,India,South,Kochi Zone-1,Kerala-3,111545,5/26/2021,,Neha Iyer,-110062,str0076@stores.example.com,9.9139879,76.251988,0,1,111,1,5/26/2021 0:00,,5/27/2021 19:00,9/26/2021 0:00
77,KOL_WB_700001,STR0077,Hyderabad Flagship,Retail,Flagship,"835, Hyderabad Main Rd",E Block,Hyderabad,Telangana,500001,India,South,Hyderabad Zone-5,Telangana-3,16550,5/5/2023,,Rina Chopra,-109804,str0077@stores.example.com,17.3677586,78.5036664,0,1,59,1,5/5/2023 0:00,,5/6/2023 13:00,5/4/2024 0:00
125,PUN_MH_411001,STR0077,Hyderabad Flagship,Retail,Flagship,"835, Hyderabad Main Rd",E Block,Hyderabad,Telangana,500001,India,South,Hyderabad Zone-5,Telangana-3,17105,5/5/2023,,Meera Saxena,-109804,str0077@stores.example.com,17.3677586,78.5036664,0,1,59,0,8/8/2022 0:00,1/24/2023 0:00,8/8/2022 8:00,1/24/2023 15:00
78,AHM_GJ_380001,STR0078,Kochi Flagship,Retail,Flagship,"395, Kochi Main Rd",B Block,Kochi,Kerala,682001,India,South,Kochi Zone-2,Kerala-1,26474,1/19/2025,,Sanjay Chopra,-144623,str0078@stores.example.com,9.9462651,76.2765502,0,1,21,1,1/19/2025 0:00,,1/20/2025 13:00,4/18/2025 0:00
130,JAI_RJ_302001,STR0078,Kochi Flagship,Retail,Flagship,"395, Kochi Main Rd",B Block,Kochi,Kerala,682001,India,South,Kochi Zone-2,Kerala-1,26920,1/19/2025,,Rahul Agarwal,-144623,str0078@stores.example.com,9.9462651,76.2765502,0,1,21,0,11/1/2022 0:00,4/7/2024 0:00,11/2/2022 5:00,4/7/2024 6:00
79,LKO_UP_226001,STR0079,New York Superstore,DC,Superstore,"739, New York Main Rd",B Block,New York,New York,10001,USA,Americas,New York Zone-2,New York-2,106076,8/1/2022,11/7/2024,Arjun Rao,-9001,str0079@stores.example.com,40.7055223,-74.0143648,0,1,96,1,8/1/2022 0:00,,8/2/2022 17:00,4/11/2023 0:00
80,COI_TN_641001,STR0080,Bengaluru Outlet,Retail,Outlet,"161, Bengaluru Main Rd",E Block,Bengaluru,Karnataka,560001,India,South,Bengaluru Zone-5,Karnataka-3,8628,5/1/2022,,Rina Nair,-156787,str0080@stores.example.com,12.9700143,77.5825154,0,1,128,1,5/1/2022 0:00,,5/2/2022 14:00,11/30/2022 0:00
81,VIS_AP_530001,STR0081,Hyderabad Flagship,FC,Flagship,"149, Hyderabad Main Rd",D Block,Hyderabad,Telangana,500001,India,South,Hyderabad Zone-1,Telangana-3,45470,8/20/2023,,Varun Kulkarni,-179154,str0081@stores.example.com,17.3970669,78.469973,0,1,78,1,8/20/2023 0:00,,8/21/2023 16:00,7/6/2024 0:00
82,NAG_MH_440001,STR0082,Birmingham Online Hub,Retail,Online Hub,"969, Birmingham Main Rd",C Block,Birmingham,England,B1,UK,EMEA,Birmingham Zone-5,England-3,26563,12/13/2022,12/31/2024,Aisha Chopra,-649496,str0082@stores.example.com,52.4852654,-1.9053278,1,1,125,1,12/13/2022 0:00,,12/14/2022 3:00,10/5/2023 0:00
83,BLR_KA_560001,STR0083,Pune Flagship,Retail,Flagship,"351, Pune Main Rd",C Block,Pune,Maharashtra,411001,India,West,Pune Zone-5,Maharashtra-2,32725,6/16/2021,,Varun Shah,-122187,str0083@stores.example.com,18.5047106,73.8372311,0,1,99,1,6/16/2021 0:00,,6/17/2021 2:00,10/29/2021 0:00
84,HYD_TS_500001,STR0084,Coimbatore Outlet,Retail,Outlet,"676, Coimbatore Main Rd",D Block,Coimbatore,Tamil Nadu,641001,India,South,Coimbatore Zone-5,Tamil Nadu-2,15287,4/26/2022,5/19/2023,Varun Agarwal,-168516,str0084@stores.example.com,11.0358433,76.9688442,0,1,89,1,4/26/2022 0:00,,4/26/2022 9:00,5/28/2022 0:00
85,CHN_TN_600001,STR0085,Patna Online Hub,Retail,Online Hub,"287, Patna Main Rd",B Block,Patna,Bihar,800001,India,East,Patna Zone-5,Bihar-1,11642,7/19/2021,,Rahul Iyer,-109664,str0085@stores.example.com,25.6104217,85.1359777,0,1,28,1,7/19/2021 0:00,,7/19/2021 8:00,2/5/2022 0:00
86,KOL_WB_700001,STR0086,Bhubaneswar Superstore,FC,Superstore,"187, Bhubaneswar Main Rd",C Block,Bhubaneswar,Odisha,751001,India,East,Bhubaneswar Zone-5,Odisha-3,73448,4/25/2024,,Meera Mehta,-115959,str0086@stores.example.com,20.2840874,85.8379524,0,1,104,1,4/25/2024 0:00,,4/25/2024 15:00,6/3/2024 0:00
128,PUN_MH_411001,STR0086,Bhubaneswar Superstore,FC,Superstore,"187, Bhubaneswar Main Rd",C Block,Bhubaneswar,Odisha,751001,India,East,Bhubaneswar Zone-5,Odisha-3,75520,4/25/2024,,Nikita Mehta,-115959,str0086@stores.example.com,20.2840874,85.8379524,0,1,104,0,9/10/2023 0:00,9/14/2023 0:00,9/11/2023 7:00,9/14/2023 17:00
87,AHM_GJ_380001,STR0087,Noida Superstore,Retail,Superstore,"755, Noida Main Rd",D Block,Noida,Uttar Pradesh,201301,India,North,Noida Zone-2,Uttar Pradesh-2,36726,6/16/2024,7/11/2025,Anita Mehta,-88541,str0087@stores.example.com,28.5314038,77.3802457,1,1,16,1,6/16/2024 0:00,,6/17/2024 1:00,5/27/2025 0:00
88,JAI_RJ_302001,STR0088,New York Online Hub,DC,Online Hub,"62, New York Main Rd",A Block,New York,New York,10001,USA,Americas,New York Zone-1,New York-3,112034,2/16/2023,,Nikita Gupta,-5355,str0088@stores.example.com,40.7127261,-73.9924554,0,1,37,1,2/16/2023 0:00,,2/16/2023 6:00,5/27/2023 0:00
89,LKO_UP_226001,STR0089,Kochi Outlet,DC,Outlet,"328, Kochi Main Rd",A Block,Kochi,Kerala,682001,India,South,Kochi Zone-2,Kerala-1,90364,3/16/2023,,Priya Saxena,-155988,str0089@stores.example.com,9.9477973,76.2832964,0,1,127,1,3/16/2023 0:00,,3/17/2023 2:00,4/30/2023 0:00
90,COI_TN_641001,STR0090,Jaipur Flagship,Retail,Flagship,"973, Jaipur Main Rd",E Block,Jaipur,Rajasthan,302001,India,North,Jaipur Zone-4,Rajasthan-3,9558,8/11/2022,,Isha Khanna,-181670,str0090@stores.example.com,26.9166493,75.7686619,0,1,71,1,8/11/2022 0:00,,8/12/2022 22:00,7/20/2023 0:00
91,VIS_AP_530001,STR0091,Ahmedabad Online Hub,DC,Online Hub,"107, Ahmedabad Main Rd",D Block,Ahmedabad,Gujarat,380001,India,West,Ahmedabad Zone-4,Gujarat-1,97418,9/14/2021,,Raghav Khanna,-157887,str0091@stores.example.com,23.0372054,72.5725289,0,1,145,1,9/14/2021 0:00,,9/14/2021 4:00,2/20/2022 0:00
92,NAG_MH_440001,STR0092,New Delhi Superstore,FC,Superstore,"978, New Delhi Main Rd",C Block,New Delhi,Delhi,110001,India,North,New Delhi Zone-5,Delhi-2,75403,10/11/2024,,Priya Shah,-165111,str0092@stores.example.com,28.611836,77.1921735,0,1,10,1,10/11/2024 0:00,,10/11/2024 13:00,12/7/2024 0:00
134,BLR_KA_560001,STR0092,New Delhi Superstore,FC,Superstore,"978, New Delhi Main Rd",C Block,New Delhi,Delhi,110001,India,North,New Delhi Zone-5,Delhi-2,74175,10/11/2024,,Meera Pillai,-165111,str0092@stores.example.com,28.611836,77.1921735,0,1,10,0,12/29/2021 0:00,5/21/2024 0:00,12/29/2021 9:00,5/21/2024 23:00
93,HYD_TS_500001,STR0093,Chennai Superstore,FC,Superstore,"384, Chennai Main Rd",C Block,Chennai,Tamil Nadu,600001,India,South,Chennai Zone-4,Tamil Nadu-1,75757,5/3/2021,,Vikram Bose,-176712,str0093@stores.example.com,13.0967126,80.2794893,0,1,139,1,5/3/2021 0:00,,5/3/2021 20:00,9/6/2021 0:00
94,CHN_TN_600001,STR0094,Pune Superstore,Retail,Superstore,"267, Pune Main Rd",A Block,Pune,Maharashtra,411001,India,West,Pune Zone-2,Maharashtra-2,34572,1/4/2024,3/7/2026,Vikram Khanna,-107781,str0094@stores.example.com,18.5361382,73.8528584,0,1,49,1,1/4/2024 0:00,,1/4/2024 8:00,6/22/2024 0:00
127,KOL_WB_700001,STR0094,Pune Superstore,Retail,Superstore,"267, Pune Main Rd",A Block,Pune,Maharashtra,411001,India,West,Pune Zone-2,Maharashtra-2,32321,1/4/2024,3/7/2026,Rahul Bose,-107781,str0094@stores.example.com,18.5361382,73.8528584,0,1,49,0,9/13/2021 0:00,5/3/2023 0:00,9/13/2021 10:00,5/4/2023 7:00
95,PUN_MH_411001,STR0095,London Online Hub,Retail,Online Hub,"443, London Main Rd",D Block,London,England,SW1A,UK,EMEA,London Zone-4,England-2,10954,9/21/2025,,Isha Pillai,-153871,str0095@stores.example.com,51.5216039,-0.1410654,1,1,24,1,9/21/2025 0:00,,9/22/2025 9:00,5/6/2026 0:00
96,AHM_GJ_380001,STR0096,Pune Express,Retail,Express,"517, Pune Main Rd",E Block,Pune,Maharashtra,411001,India,West,Pune Zone-4,Maharashtra-2,24643,5/8/2024,9/26/2025,Rahul Shah,-162582,str0096@stores.example.com,18.5114048,73.8441631,0,1,147,1,5/8/2024 0:00,,5/9/2024 8:00,2/6/2025 0:00
97,JAI_RJ_302001,STR0097,Gurgaon Online Hub,Retail,Online Hub,"350, Gurgaon Main Rd",A Block,Gurgaon,Haryana,122001,India,North,Gurgaon Zone-2,Haryana-2,31694,5/18/2023,5/28/2025,Karan Shah,-142726,str0097@stores.example.com,28.4762209,77.0191803,1,1,123,1,5/18/2023 0:00,,5/18/2023 6:00,7/13/2023 0:00
98,LKO_UP_226001,STR0098,Noida Flagship,Retail,Flagship,"687, Noida Main Rd",A Block,Noida,Uttar Pradesh,201301,India,North,Noida Zone-5,Uttar Pradesh-1,37602,10/9/2024,10/5/2025,Neha Shah,-158285,str0098@stores.example.com,28.5258003,77.3726826,0,1,146,1,10/9/2024 0:00,,10/11/2024 0:00,9/3/2025 0:00
99,COI_TN_641001,STR0099,Chennai Online Hub,FC,Online Hub,"23, Chennai Main Rd",B Block,Chennai,Tamil Nadu,600001,India,South,Chennai Zone-5,Tamil Nadu-2,38260,4/20/2023,4/27/2025,Meera Chopra,-163222,str0099@stores.example.com,13.0847361,80.2826371,0,1,52,1,4/20/2023 0:00,,4/21/2023 16:00,7/3/2023 0:00
132,VIS_AP_530001,STR0099,Chennai Online Hub,FC,Online Hub,"23, Chennai Main Rd",B Block,Chennai,Tamil Nadu,600001,India,South,Chennai Zone-5,Tamil Nadu-2,39108,4/20/2023,4/27/2025,Nikita Agarwal,-163222,str0099@stores.example.com,13.0847361,80.2826371,0,1,52,0,6/23/2022 0:00,8/20/2022 0:00,6/23/2022 17:00,8/20/2022 13:00
100,NAG_MH_440001,STR0100,Guwahati Superstore,Retail,Superstore,"733, Guwahati Main Rd",A Block,Guwahati,Assam,781001,India,East,Guwahati Zone-1,Assam-2,11675,5/9/2023,,Arjun Agarwal,-161181,str0100@stores.example.com,26.1574291,91.7240413,0,1,59,1,5/9/2023 0:00,,5/10/2023 6:00,6/23/2023 0:00
101,BLR_KA_560001,STR0101,Ahmedabad Express,Retail,Express,"122, Ahmedabad Main Rd",A Block,Ahmedabad,Gujarat,380001,India,West,Ahmedabad Zone-1,Gujarat-3,17351,12/9/2024,,Anita Verma,-151068,str0101@stores.example.com,23.0234316,72.5727652,0,1,54,1,12/9/2024 0:00,,12/10/2024 15:00,4/30/2025 0:00
102,HYD_TS_500001,STR0102,Kolkata Flagship,DC,Flagship,"247, Kolkata Main Rd",B Block,Kolkata,West Bengal,700001,India,East,Kolkata Zone-3,West Bengal-1,128439,7/27/2022,12/7/2024,Arjun Saxena,-94615,str0102@stores.example.com,22.5844107,88.3495052,0,1,56,1,7/27/2022 0:00,,7/27/2022 3:00,6/21/2023 0:00
103,CHN_TN_600001,STR0103,Los Angeles Flagship,FC,Flagship,"591, Los Angeles Main Rd",B Block,Los Angeles,California,90001,USA,Americas,Los Angeles Zone-5,California-1,75565,6/17/2024,,Kabir Pillai,-4515,str0103@stores.example.com,34.0538227,-118.2555457,0,1,15,1,6/17/2024 0:00,,6/17/2024 8:00,12/21/2024 0:00
104,KOL_WB_700001,STR0104,Nagpur Express,FC,Express,"523, Nagpur Main Rd",C Block,Nagpur,Maharashtra,440001,India,West,Nagpur Zone-3,Maharashtra-2,63334,5/15/2025,,Isha Shah,-170478,str0104@stores.example.com,21.1352155,79.0892056,0,1,115,1,5/15/2025 0:00,,5/15/2025 16:00,1/7/2026 0:00
105,PUN_MH_411001,STR0105,San Francisco Flagship,Pop-up,Flagship,"52, San Francisco Main Rd",B Block,San Francisco,California,94102,USA,Americas,San Francisco Zone-3,California-2,2198,9/5/2024,,Varun Kulkarni,-9431,str0105@stores.example.com,37.7771265,-122.4208286,0,0,0,1,9/5/2024 0:00,,9/6/2024 22:00,5/21/2025 0:00
106,AHM_GJ_380001,STR0106,Mumbai Express,Retail,Express,"390, Mumbai Main Rd",C Block,Mumbai,Maharashtra,400001,India,West,Mumbai Zone-3,Maharashtra-2,18204,5/23/2021,,Aisha Gupta,-106102,str0106@stores.example.com,19.0859125,72.8601783,0,1,32,1,5/23/2021 0:00,,5/23/2021 23:00,1/26/2022 0:00
129,JAI_RJ_302001,STR0106,Mumbai Express,Retail,Express,"390, Mumbai Main Rd",C Block,Mumbai,Maharashtra,400001,India,West,Mumbai Zone-3,Maharashtra-2,16967,5/23/2021,,Varun Saxena,-106102,str0106@stores.example.com,19.0859125,72.8601783,0,1,32,0,4/18/2021 0:00,4/20/2021 0:00,4/18/2021 3:00,4/21/2021 1:00
107,LKO_UP_226001,STR0107,Jaipur Superstore,Retail,Superstore,"838, Jaipur Main Rd",B Block,Jaipur,Rajasthan,302001,India,North,Jaipur Zone-3,Rajasthan-1,20625,9/9/2022,,Priya Verma,-126314,str0107@stores.example.com,26.8999594,75.7761752,0,1,72,1,9/9/2022 0:00,,9/9/2022 17:00,4/29/2023 0:00
136,COI_TN_641001,STR0107,Jaipur Superstore,Retail,Superstore,"838, Jaipur Main Rd",B Block,Jaipur,Rajasthan,302001,India,North,Jaipur Zone-3,Rajasthan-1,22018,9/9/2022,,Rina Agarwal,-126314,str0107@stores.example.com,26.8999594,75.7761752,0,1,72,0,10/3/2021 0:00,4/13/2022 0:00,10/3/2021 7:00,4/13/2022 11:00
108,VIS_AP_530001,STR0108,Ranchi Superstore,Retail,Superstore,"242, Ranchi Main Rd",B Block,Ranchi,Jharkhand,834001,India,East,Ranchi Zone-2,Jharkhand-2,24556,3/18/2023,10/19/2023,Karan Nair,-140185,str0108@stores.example.com,23.330124,85.3070262,0,1,64,1,3/18/2023 0:00,,3/18/2023 5:00,8/27/2023 0:00
109,NAG_MH_440001,STR0109,Lucknow Flagship,FC,Flagship,"601, Lucknow Main Rd",A Block,Lucknow,Uttar Pradesh,226001,India,North,Lucknow Zone-3,Uttar Pradesh-2,30526,11/3/2021,,Kabir Saxena,-176863,str0109@stores.example.com,26.8625566,80.9533552,0,1,54,1,11/3/2021 0:00,,11/3/2021 8:00,6/12/2022 0:00
110,HYD_TS_500001,STR0110,Seattle Superstore,Retail,Superstore,"496, Seattle Main Rd",A Block,Seattle,Washington,98101,USA,Americas,Seattle Zone-1,Washington-2,38553,8/12/2025,,Raghav Saxena,-4766,str0110@stores.example.com,47.622764,-122.3139521,0,1,66,1,8/12/2025 0:00,,8/13/2025 1:00,9/23/2025 0:00
111,CHN_TN_600001,STR0111,Lucknow Flagship,Retail,Flagship,"802, Lucknow Main Rd",B Block,Lucknow,Uttar Pradesh,226001,India,North,Lucknow Zone-1,Uttar Pradesh-3,30275,2/3/2024,10/5/2025,Arjun Iyer,-161540,str0111@stores.example.com,26.8656258,80.9358769,0,1,72,1,2/3/2024 0:00,,2/4/2024 2:00,9/17/2024 0:00
126,KOL_WB_700001,STR0111,Lucknow Flagship,Retail,Flagship,"802, Lucknow Main Rd",B Block,Lucknow,Uttar Pradesh,226001,India,North,Lucknow Zone-1,Uttar Pradesh-3,30249,2/3/2024,10/5/2025,Rina Rao,-161540,str0111@stores.example.com,26.8656258,80.9358769,0,1,72,0,3/9/2021 0:00,9/15/2023 0:00,3/10/2021 15:00,9/16/2023 7:00
112,PUN_MH_411001,STR0112,Jaipur Flagship,DC,Flagship,"824, Jaipur Main Rd",E Block,Jaipur,Rajasthan,302001,India,North,Jaipur Zone-4,Rajasthan-2,107864,1/9/2021,,Vikram Khanna,-180971,str0112@stores.example.com,26.9267012,75.8000081,0,1,77,1,1/9/2021 0:00,,1/9/2021 16:00,10/3/2021 0:00
113,AHM_GJ_380001,STR0113,Gurgaon Flagship,Retail,Flagship,"457, Gurgaon Main Rd",B Block,Gurgaon,Haryana,122001,India,North,Gurgaon Zone-4,Haryana-2,18420,5/31/2025,,Neha Kulkarni,-128108,str0113@stores.example.com,28.4463014,77.0067502,0,1,76,1,5/31/2025 0:00,,5/31/2025 6:00,1/21/2026 0:00
114,JAI_RJ_302001,STR0114,Kolkata Express,DC,Express,"285, Kolkata Main Rd",A Block,Kolkata,West Bengal,700001,India,East,Kolkata Zone-3,West Bengal-3,115957,6/5/2021,,Rahul Chopra,-172876,str0114@stores.example.com,22.5864605,88.3832641,0,1,96,1,6/5/2021 0:00,,6/5/2021 20:00,5/8/2022 0:00
115,LKO_UP_226001,STR0115,Noida Superstore,Retail,Superstore,"395, Noida Main Rd",B Block,Noida,Uttar Pradesh,201301,India,North,Noida Zone-4,Uttar Pradesh-2,25952,9/14/2024,,Sanjay Agarwal,-152846,str0115@stores.example.com,28.5392765,77.3931492,0,1,38,1,9/14/2024 0:00,,9/14/2024 0:00,12/30/2024 0:00
116,COI_TN_641001,STR0116,Nagpur Online Hub,Pop-up,Online Hub,"272, Nagpur Main Rd",E Block,Nagpur,Maharashtra,440001,India,West,Nagpur Zone-2,Maharashtra-1,4434,6/14/2025,6/2/2026,Rahul Bose,-155202,str0116@stores.example.com,21.1310579,79.0855108,0,0,0,1,6/14/2025 0:00,,6/14/2025 6:00,4/6/2026 0:00
117,VIS_AP_530001,STR0117,Surat Superstore,DC,Superstore,"148, Surat Main Rd",E Block,Surat,Gujarat,395003,India,West,Surat Zone-2,Gujarat-2,82652,9/22/2022,,Aisha Rao,-120048,str0117@stores.example.com,21.1655152,72.8145704,0,1,75,1,9/22/2022 0:00,,9/22/2022 2:00,5/8/2023 0:00
118,NAG_MH_440001,STR0118,Dubai Express,DC,Express,"67, Dubai Main Rd",E Block,Dubai,Dubai,0,UAE,EMEA,Dubai Zone-5,Dubai-3,69162,8/16/2021,,Kabir Pillai,-3434217,str0118@stores.example.com,25.2077641,55.2631904,0,1,60,1,8/16/2021 0:00,,8/17/2021 23:00,6/8/2022 0:00
119,NAG_MH_440002,STR0119,Nagpur Online Hub,Pop-up,Online Hub,"446, Nagpur Main Rd",C Block,Nagpur,Maharashtra,440001,India,West,Nagpur Zone-4,Maharashtra-3,3594,4/18/2022,,Arjun Shah,-102319,str0119@stores.example.com,21.1589025,79.0999647,0,0,0,1,4/18/2022 0:00,,4/18/2022 8:00,11/29/2022 0:00
120,NAG_MH_440003,STR0120,Kolkata Online Hub,Retail,Online Hub,"356, Kolkata Main Rd",E Block,Kolkata,West Bengal,700001,India,East,Kolkata Zone-2,West Bengal-3,16317,7/11/2024,,Varun Rao,-145675,str0120@stores.example.com,22.5617216,88.3476422,0,1,72,1,7/11/2024 0:00,,7/11/2024 23:00,8/10/2024 0:00
